[(0, '{id:TEST, hour:18, minute:19, day:23, month:8, year:2012, site:UoB, location:SHED, tester:SHAUN, testcode1:I0A0000011, testcode2:S121111111}')]
[(170, '{id:3768, hour:17, minute:35, day:14, month:10, year:2012, site:UoB, location:SHED, tester:MATT B, testcode1:IAG2006021, testcode2:S122111111}')]
[(171, '{id:3779, hour:17, minute:41, day:14, month:10, year:2012, site:UoB, location:SHED, tester:MATT B, testcode1:K1C7000091, testcode2:S122111111}')]
[(172, '{id:3783, hour:17, minute:46, day:14, month:10, year:2012, site:UoB, location:SHED, tester:MATT B, testcode1:KAC70000H1, testcode2:S121111111}')]
[(173, '{id:3784, hour:17, minute:48, day:14, month:10, year:2012, site:UoB, location:SHED, tester:MATT B, testcode1:K1C7000091, testcode2:S122111111}')]
[(174, '{id:3785, hour:17, minute:51, day:14, month:10, year:2012, site:UoB, location:SHED, tester:MATT B, testcode1:K1C7000091, testcode2:S122111111}')]
[(175, '{id:TL 13>15, hour:18, minute:4, day:14, month:10, year:2012, site:UoB, location:SHED, tester:MATT B, testcode1:K1C7000091, testcode2:S122111111}')]
[(176, '{id:3785, hour:18, minute:5, day:14, month:10, year:2012, site:UoB, location:SHED, tester:MATT B, testcode1:K1C7000091, testcode2:S122111111}')]
[(177, '{id:3787, hour:18, minute:7, day:14, month:10, year:2012, site:UoB, location:SHED, tester:MATT B, testcode1:K1C7000091, testcode2:S122111111}')]
[(178, '{id:3788, hour:18, minute:9, day:14, month:10, year:2012, site:UoB, location:SHED, tester:MATT B, testcode1:K1C7000091, testcode2:S122111111}')]
[(179, '{id:3786, hour:18, minute:12, day:14, month:10, year:2012, site:UoB, location:SHED, tester:MATT B, testcode1:K1C7000091, testcode2:S122111111}')]
[(180, '{id:3789, hour:18, minute:15, day:14, month:10, year:2012, site:UoB, location:SHED, tester:MATT B, testcode1:K1C7000091, testcode2:S122111111}')]
[(181, '{id:3790, hour:18, minute:19, day:14, month:10, year:2012, site:UoB, location:SHED, tester:MATT B, testcode1:K8C8000091, testcode2:S122111111}')]
[(182, '{id:3791, hour:13, minute:56, day:15, month:10, year:2012, site:UoB, location:SHED, tester:MATT B, testcode1:K1C7000091, testcode2:S122111111}')]
[(183, '{id:3792, hour:13, minute:58, day:15, month:10, year:2012, site:UoB, location:SHED, tester:MATT B, testcode1:K1C7000091, testcode2:S122111111}')]
[(184, '{id:3793, hour:14, minute:0, day:15, month:10, year:2012, site:UoB, location:SHED, tester:MATT B, testcode1:K1C7000091, testcode2:S122111111}')]
[(185, '{id:3795, hour:14, minute:2, day:15, month:10, year:2012, site:UoB, location:SHED, tester:MATT B, testcode1:K1C7000091, testcode2:S122111111}')]
[(186, '{id:3794, hour:14, minute:5, day:15, month:10, year:2012, site:UoB, location:DRAMA STORE, tester:MATT B, testcode1:I0E3000021, testcode2:S122111111}')]
[(187, '{id:3796, hour:14, minute:8, day:15, month:10, year:2012, site:UoB, location:DRAMA STORE, tester:MATT B, testcode1:I0E3000021, testcode2:S122111111}')]
[(188, '{id:3797, hour:14, minute:10, day:15, month:10, year:2012, site:UoB, location:DRAMA STORE, tester:MATT B, testcode1:I0E3000021, testcode2:S122111111}')]
[(189, '{id:3798, hour:14, minute:13, day:15, month:10, year:2012, site:UoB, location:SHED, tester:MATT B, testcode1:K4C70000D1, testcode2:S121111111}')]
[(190, '{id:3799, hour:14, minute:15, day:15, month:10, year:2012, site:UoB, location:SHED, tester:MATT B, testcode1:K4C70000D1, testcode2:S121111111}')]
[(191, '{id:3800, hour:14, minute:32, day:15, month:10, year:2012, site:UoB, location:SHED, tester:MATT B, testcode1:I0E3000021, testcode2:S122111111}')]
[(192, '{id:3801, hour:14, minute:43, day:15, month:10, year:2012, site:UoB, location:DRAMA STORE, tester:MATT B, testcode1:I0E3000021, testcode2:S122111111}')]
[(193, '{id:3802, hour:14, minute:50, day:15, month:10, year:2012, site:UoB, location:DRAMA STORE, tester:MATT B, testcode1:I0E3000021, testcode2:S122111111}')]
[(194, '{id:3803, hour:16, minute:8, day:15, month:10, year:2012, site:UoB, location:DRAMA STORE, tester:MATT B, testcode1:I0E3000021, testcode2:S122111111}')]
[(195, '{id:3804, hour:16, minute:34, day:15, month:10, year:2012, site:UoB, location:DRAMA STORE, tester:MATT B, testcode1:KBC70000D1, testcode2:S121111111}')]
[(196, '{id:3805, hour:16, minute:54, day:15, month:10, year:2012, site:UoB, location:DRAMA STORE, tester:MATT B, testcode1:I0E3000021, testcode2:S122111111}')]
[(197, '{id:00621, hour:18, minute:49, day:16, month:10, year:2012, site:UoB, location:DRAMA STORE, tester:MATT B, testcode1:I0E3000021, testcode2:S122111111}')]
[(198, '{id:00622, hour:18, minute:53, day:16, month:10, year:2012, site:UoB, location:DRAMA STORE, tester:MATT B, testcode1:I0E3000021, testcode2:S122111111}')]
[(199, '{id:3806, hour:18, minute:57, day:16, month:10, year:2012, site:UoB, location:DRAMA STORE, tester:MATT B, testcode1:I0E3000021, testcode2:S122111111}')]
[(200, '{id:3807, hour:19, minute:3, day:16, month:10, year:2012, site:UoB, location:DRAMA STORE, tester:MATT B, testcode1:K1C7000091, testcode2:S122111111}')]
[(201, '{id:00623, hour:17, minute:29, day:17, month:10, year:2012, site:UoB, location:SHED, tester:MATT B, testcode1:K1C7000091, testcode2:S122111111}')]
[(202, '{id:3807, hour:17, minute:31, day:17, month:10, year:2012, site:UoB, location:SHED, tester:MATT B, testcode1:K1C7000091, testcode2:S122111111}')]
[(203, '{id:000270, hour:17, minute:48, day:18, month:10, year:2012, site:UoB, location:ALT, tester:MATT B, testcode1:I1C70030D1, testcode2:S121111111}')]
[(204, '{id:3810, hour:17, minute:54, day:18, month:10, year:2012, site:UoB, location:ALT, tester:MATT B, testcode1:I1C70030D1, testcode2:S121111111}')]
[(205, '{id:00625, hour:17, minute:4, day:22, month:10, year:2012, site:UoB, location:ALT, tester:MATT B, testcode1:K1C7000091, testcode2:S122111111}')]
[(206, '{id:00625, hour:17, minute:6, day:22, month:10, year:2012, site:UoB, location:ALT, tester:MATT B, testcode1:KBC70000D1, testcode2:S121111111}')]
[(207, '{id:3811, hour:17, minute:10, day:22, month:10, year:2012, site:UoB, location:SHED, tester:MATT B, testcode1:K1C7000091, testcode2:S122111111}')]
[(208, '{id:3812, hour:17, minute:18, day:22, month:10, year:2012, site:UoB, location:SHED, tester:MATT B, testcode1:KBC70000D1, testcode2:S121111111}')]
[(209, '{id:00092, hour:17, minute:33, day:22, month:10, year:2012, site:UoB, location:SHED, tester:MATT B, testcode1:K1C7000091, testcode2:S122111111}')]
[(210, '{id:00541, hour:17, minute:37, day:22, month:10, year:2012, site:UoB, location:SHED, tester:MATT B, testcode1:KAC70000H1, testcode2:S121111111}')]
[(211, '{id:00620, hour:17, minute:45, day:22, month:10, year:2012, site:UoB, location:SHED, tester:MATT B, testcode1:KAC7000011, testcode2:S122111111}')]
[(212, '{id:00619, hour:17, minute:48, day:22, month:10, year:2012, site:UoB, location:SHED, tester:MATT B, testcode1:KAC7000011, testcode2:S122111111}')]
[(213, '{id:00618, hour:17, minute:53, day:22, month:10, year:2012, site:UoB, location:SHED, tester:MATT B, testcode1:KAC7000011, testcode2:S122111111}')]
[(214, '{id:00617, hour:17, minute:58, day:22, month:10, year:2012, site:UoB, location:SHED, tester:MATT B, testcode1:KAC70000H1, testcode2:S121111111}')]
[(215, '{id:00616, hour:18, minute:4, day:22, month:10, year:2012, site:UoB, location:SHED, tester:MATT B, testcode1:J1C3003012, testcode2:Q121111111}')]
[(216, '{id:3813, hour:18, minute:9, day:22, month:10, year:2012, site:UoB, location:DRAMA STORE, tester:MATT B, testcode1:KAC70000H1, testcode2:S121111111}')]
[(217, '{id:00626, hour:18, minute:12, day:22, month:10, year:2012, site:UoB, location:DRAMA STORE, tester:MATT B, testcode1:K1C7000091, testcode2:S122111111}')]
[(218, '{id:00627, hour:17, minute:54, day:25, month:10, year:2012, site:UoB, location:DRAMA STORE, tester:MATT B, testcode1:K1C7000091, testcode2:S122111111}')]
[(219, '{id:000313, hour:21, minute:8, day:11, month:11, year:2012, site:UoB, location:DRAMA STORE, tester:BEN M, testcode1:I1C70030D1, testcode2:S121111111}')]
[(220, '{id:000271, hour:21, minute:24, day:11, month:11, year:2012, site:UoB, location:ALT, tester:BEN M, testcode1:I1C70030D1, testcode2:S121111111}')]
[(221, '{id:00270, hour:17, minute:24, day:14, month:11, year:2012, site:UoB, location:ALT, tester:ADAM, testcode1:I1C70030D1, testcode2:S121111111}')]
[(222, '{id:15A TO IEC, hour:17, minute:53, day:14, month:11, year:2012, site:UoB, location:ALT, tester:SUPERVISED, testcode1:K1C7000091, testcode2:S122111111}')]
[(223, '{id:13A TO IEC, hour:18, minute:5, day:14, month:11, year:2012, site:UoB, location:ALT, tester:SUPERVISED, testcode1:K1C7000091, testcode2:S122111111}')]
[(224, '{id:13A TO IEC, hour:18, minute:11, day:14, month:11, year:2012, site:UoB, location:ALT, tester:SUPERVISED, testcode1:K1C7000091, testcode2:S122111111}')]
[(225, '{id:13A TO IEC, hour:18, minute:13, day:14, month:11, year:2012, site:UoB, location:ALT, tester:SUPERVISED, testcode1:K1C7000091, testcode2:S122111111}')]
[(226, '{id:13A 2 IEC, hour:18, minute:16, day:14, month:11, year:2012, site:UoB, location:ALT, tester:SUPERVISED, testcode1:K1C7000091, testcode2:S122111111}')]
[(227, '{id:000271, hour:19, minute:14, day:15, month:11, year:2012, site:UoB, location:ALT, tester:BEN M, testcode1:I1C70030D1, testcode2:S121111111}')]
[(228, '{id:000270, hour:19, minute:17, day:15, month:11, year:2012, site:UoB, location:ALT, tester:BEN M, testcode1:I1C70030D1, testcode2:S121111111}')]
[(229, '{id:000313, hour:19, minute:19, day:15, month:11, year:2012, site:UoB, location:ALT, tester:BEN M, testcode1:I1C70030D1, testcode2:S121111111}')]
[(230, '{id:3810, hour:19, minute:24, day:15, month:11, year:2012, site:UoB, location:ALT, tester:BEN M, testcode1:I1C70030D1, testcode2:S121111111}')]
[(231, '{id:000436, hour:19, minute:28, day:15, month:11, year:2012, site:UoB, location:ALT, tester:BEN M, testcode1:I1C70030D1, testcode2:S121111111}')]
[(232, '{id:1470, hour:19, minute:32, day:15, month:11, year:2012, site:UoB, location:ALT, tester:BEN M, testcode1:K1C7000091, testcode2:S122111111}')]
[(233, '{id:CS15054, hour:19, minute:39, day:15, month:11, year:2012, site:UoB, location:ALT, tester:BEN M, testcode1:KAC7000011, testcode2:S122111111}')]
[(234, '{id:628, hour:22, minute:32, day:16, month:11, year:2012, site:UoB, location:ALT, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(235, '{id:000451, hour:17, minute:55, day:12, month:2, year:2013, site:UoB, location:ALT, tester:ROWAN, testcode1:I1C70030D1, testcode2:S121111111}')]
[(236, '{id:000356, hour:18, minute:1, day:12, month:2, year:2013, site:UoB, location:ALT, tester:ROWAN, testcode1:I1C70030D1, testcode2:S121111111}')]
[(237, '{id:3814, hour:18, minute:9, day:12, month:2, year:2013, site:UoB, location:ALT, tester:ROWAN, testcode1:I1C70030D1, testcode2:S121111111}')]
[(238, '{id:3815, hour:18, minute:15, day:12, month:2, year:2013, site:UoB, location:ALT, tester:ROWAN, testcode1:I1C70030D1, testcode2:S121111111}')]
[(239, '{id:3816, hour:16, minute:36, day:14, month:2, year:2013, site:UoB, location:ALT, tester:ROWAN, testcode1:I1C70030D1, testcode2:S121111111}')]
[(240, '{id:3826, hour:16, minute:39, day:14, month:2, year:2013, site:UoB, location:ALT, tester:ROWAN, testcode1:I1C70030D1, testcode2:S121111111}')]
[(241, '{id:3825, hour:16, minute:41, day:14, month:2, year:2013, site:UoB, location:ALT, tester:ROWAN, testcode1:I1C70030D1, testcode2:S121111111}')]
[(242, '{id:3827, hour:16, minute:42, day:14, month:2, year:2013, site:UoB, location:ALT, tester:ROWAN, testcode1:I1C70030D1, testcode2:S121111111}')]
[(243, '{id:3824, hour:16, minute:43, day:14, month:2, year:2013, site:UoB, location:ALT, tester:ROWAN, testcode1:I1C70030D1, testcode2:S121111111}')]
[(244, '{id:3823, hour:16, minute:44, day:14, month:2, year:2013, site:UoB, location:ALT, tester:ROWAN, testcode1:I1C70030D1, testcode2:S121111111}')]
[(245, '{id:3819, hour:16, minute:46, day:14, month:2, year:2013, site:UoB, location:ALT, tester:ROWAN, testcode1:I1C70030D1, testcode2:S121111111}')]
[(246, '{id:3822, hour:16, minute:47, day:14, month:2, year:2013, site:UoB, location:ALT, tester:ROWAN, testcode1:I1C70030D1, testcode2:S121111111}')]
[(247, '{id:3821, hour:16, minute:48, day:14, month:2, year:2013, site:UoB, location:ALT, tester:ROWAN, testcode1:I1C70030D1, testcode2:S121111111}')]
[(248, '{id:3817, hour:16, minute:49, day:14, month:2, year:2013, site:UoB, location:ALT, tester:ROWAN, testcode1:I1C70030D1, testcode2:S121111111}')]
[(249, '{id:3818, hour:16, minute:50, day:14, month:2, year:2013, site:UoB, location:ALT, tester:ROWAN, testcode1:I1C70030D1, testcode2:S121111111}')]
[(250, '{id:3820, hour:16, minute:51, day:14, month:2, year:2013, site:UoB, location:ALT, tester:ROWAN, testcode1:I1C70030D1, testcode2:S121111111}')]
[(251, '{id:000363, hour:17, minute:32, day:14, month:2, year:2013, site:UoB, location:ALT, tester:ROWAN, testcode1:I1C70030D1, testcode2:S121111111}')]
[(252, '{id:000361, hour:13, minute:30, day:18, month:2, year:2013, site:UoB, location:ALT, tester:ROWAN, testcode1:I1C70030D1, testcode2:S121111111}')]
[(253, '{id:00091, hour:17, minute:43, day:21, month:2, year:2013, site:UoB, location:ALT, tester:BEN M, testcode1:K1C7000091, testcode2:S122111111}')]
[(254, '{id:000361, hour:17, minute:44, day:21, month:2, year:2013, site:UoB, location:ALT, tester:BEN M, testcode1:I1C70030D1, testcode2:S121111111}')]
[(255, '{id:00629, hour:0, minute:15, day:25, month:2, year:2013, site:UoB, location:ALT, tester:ROWAN, testcode1:I1C70030D1, testcode2:S121111111}')]
[(256, '{id:15A C15 1, hour:16, minute:26, day:2, month:3, year:2013, site:UoB, location:DRAMA STORE, tester:HUGH, testcode1:KAC7000011, testcode2:S122111111}')]
[(257, '{id:15A C15 2, hour:16, minute:38, day:2, month:3, year:2013, site:UoB, location:DRAMA STORE, tester:HUGH, testcode1:KAC7000011, testcode2:S122111111}')]
[(258, '{id:15A C15 3, hour:16, minute:53, day:2, month:3, year:2013, site:UoB, location:DRAMA STORE, tester:HUGH, testcode1:KAC7000011, testcode2:S122111111}')]
[(259, '{id:00631, hour:18, minute:26, day:4, month:3, year:2013, site:UoB, location:DRAMA STORE, tester:ROWAN, testcode1:I1C70030D1, testcode2:S121111111}')]
[(260, '{id:00632, hour:18, minute:29, day:4, month:3, year:2013, site:UoB, location:DRAMA STORE, tester:ROWAN, testcode1:I1C70030D1, testcode2:S121111111}')]
[(261, '{id:00634, hour:18, minute:33, day:4, month:3, year:2013, site:UoB, location:DRAMA STORE, tester:ROWAN, testcode1:I1C70030D1, testcode2:S121111111}')]
[(262, '{id:00635, hour:18, minute:35, day:4, month:3, year:2013, site:UoB, location:DRAMA STORE, tester:ROWAN, testcode1:I1C70030D1, testcode2:S121111111}')]
[(263, '{id:00633, hour:18, minute:40, day:4, month:3, year:2013, site:UoB, location:DRAMA STORE, tester:ROWAN, testcode1:I1C70030D1, testcode2:S121111111}')]
[(264, '{id:00637, hour:18, minute:43, day:4, month:3, year:2013, site:UoB, location:DRAMA STORE, tester:ROWAN, testcode1:I1C70030D1, testcode2:S121111111}')]
[(265, '{id:000262, hour:19, minute:23, day:4, month:3, year:2013, site:UoB, location:ALT, tester:ROWAN, testcode1:I1C70030D1, testcode2:S121111111}')]
[(266, '{id:ATOMIC 3K, hour:22, minute:35, day:7, month:3, year:2013, site:UoB, location:DRAMA STORE, tester:HUGH, testcode1:I1C70030D1, testcode2:S121111111}')]
[(267, '{id:00639, hour:0, minute:30, day:9, month:3, year:2013, site:UoB, location:DRAMA STORE, tester:MATT B, testcode1:I1C70030D1, testcode2:S121111111}')]
[(268, '{id:0000, hour:13, minute:10, day:12, month:3, year:2013, site:UoB, location:DRAMA STORE, tester:JRL, testcode1:KAC70000H1, testcode2:S121111111}')]
[(269, '{id:3828, hour:19, minute:26, day:26, month:3, year:2013, site:UoB, location:SHED, tester:MATT B, testcode1:J1D8000012, testcode2:Q111111111}')]
[(270, '{id:284, hour:19, minute:21, day:3, month:4, year:2013, site:UoB, location:DRAMA STORE, tester:HUGH, testcode1:I1C70030D1, testcode2:S121111111}')]
[(271, '{id:00638, hour:17, minute:9, day:20, month:4, year:2013, site:UoB, location:SHED, tester:HUGH, testcode1:IBC700A051, testcode2:S121211111}')]
[(272, '{id:641, hour:2, minute:29, day:28, month:4, year:2013, site:UoB, location:ALT, tester:HUGH, testcode1:I1C70030D1, testcode2:S121111111}')]
[(273, '{id:641, hour:2, minute:31, day:28, month:4, year:2013, site:UoB, location:ALT, tester:HUGH, testcode1:I1C70030D1, testcode2:S121111111}')]
[(274, '{id:636, hour:2, minute:36, day:28, month:4, year:2013, site:UoB, location:ALT, tester:HUGH, testcode1:I1C70030D1, testcode2:S121111111}')]
[(275, '{id:00001, hour:2, minute:50, day:28, month:4, year:2013, site:UoB, location:SHED, tester:HUGH, testcode1:I1C70030D1, testcode2:S121111111}')]
[(276, '{id:00636, hour:13, minute:39, day:28, month:4, year:2013, site:UoB, location:ALT, tester:ROWAN, testcode1:I1C70030D1, testcode2:S121111111}')]
[(277, '{id:00641, hour:13, minute:43, day:28, month:4, year:2013, site:UoB, location:ALT, tester:ROWAN, testcode1:I1C70030D1, testcode2:S121111111}')]
[(278, '{id:00641, hour:13, minute:43, day:28, month:4, year:2013, site:UoB, location:ALT, tester:ROWAN, testcode1:I1C70030D1, testcode2:S121111111}')]
[(279, '{id:00642, hour:17, minute:32, day:30, month:5, year:2013, site:UoB, location:ALT, tester:SHAUN, testcode1:I1C70030D1, testcode2:S121111111}')]
[(280, '{id:3829, hour:17, minute:36, day:30, month:5, year:2013, site:UoB, location:ALT, tester:SHAUN, testcode1:K1C7000091, testcode2:S122111111}')]
[(281, '{id:3830, hour:17, minute:47, day:30, month:5, year:2013, site:UoB, location:SHED, tester:SHAUN, testcode1:K1C7000091, testcode2:S122111111}')]
[(282, '{id:3831, hour:17, minute:48, day:30, month:5, year:2013, site:UoB, location:SHED, tester:SHAUN, testcode1:K1C7000091, testcode2:S122111111}')]
[(283, '{id:00644, hour:18, minute:7, day:30, month:5, year:2013, site:UoB, location:SHED, tester:SHAUN, testcode1:I1C70030D1, testcode2:S121111111}')]
[(284, '{id:00645, hour:18, minute:23, day:30, month:5, year:2013, site:UoB, location:SHED, tester:SHAUN, testcode1:I1C70030D1, testcode2:S121111111}')]
[(285, '{id:3832, hour:14, minute:13, day:12, month:7, year:2013, site:UoB, location:SHED, tester:ROWAN, testcode1:K1C7000091, testcode2:S122111111}')]
[(286, '{id:3833, hour:14, minute:16, day:12, month:7, year:2013, site:UoB, location:SHED, tester:ROWAN, testcode1:K1C7000091, testcode2:S122111111}')]
[(287, '{id:474, hour:13, minute:14, day:3, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:K4C70000D1, testcode2:S121111111}')]
[(288, '{id:3799, hour:13, minute:17, day:3, month:9, year:2013, site:UoB, location:SHED, tester:DAVID, testcode1:K4C70000D1, testcode2:S121111111}')]
